% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
22 +2.325584994e+03 +2.325584994e+03 +2.400284994e+03 +2.400284994e+03 +2.2200e+00 +3.7596e+00 +2.8336e+00 -1.8014e+00 -3.2266e+00 -2.2415e+00 -7.9548e-01 +3.2065e+00 -2.1250e+00 -4.0002e+00 +1.3243e+00 -7.7742e-01 -4.9231e+00 +1.2067e+00 +1.9619e+00 -1.7226e-01 -4.4886e+00 -1.7173e+00 -4.4167e+00 +7.0580e-01
% function evaluation | noise-free fitness - Fopt (-8.478000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.235412243e+03 +2.235412243e+03 +2.150632243e+03 +2.150632243e+03 +2.1618e-01 +2.6468e+00 +1.6917e+00 +1.8721e+00 +2.6242e+00 -9.2568e-01 -1.2359e+00 +3.4686e+00 +2.1740e+00 -4.2315e+00 +2.7366e+00 -3.8709e+00 -1.3744e-01 -4.1344e+00 -2.7418e+00 +9.1118e-01 -9.8924e-01 -3.0508e+00 -3.9526e+00 +3.1015e-01
% function evaluation | noise-free fitness - Fopt (1.620500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.564055612e+03 +2.564055612e+03 +2.726105612e+03 +2.726105612e+03 +2.1774e-01 +3.6669e+00 -1.8002e+00 +4.4549e-01 +1.3792e+00 +1.2418e+00 -1.1498e+00 +4.0440e-01 -2.4205e+00 +3.4163e-01 +7.6522e-01 -2.4391e+00 +3.1563e+00 -2.7544e+00 +1.1088e+00 -7.2046e-01 -1.7785e+00 +4.0170e+00 +4.9988e+00 +4.3960e-01
9 +2.436518089e+03 +2.436518089e+03 +2.598568089e+03 +2.598568089e+03 +3.3228e+00 -3.9411e+00 +3.7246e+00 +3.1084e+00 -1.8512e+00 -2.6869e+00 -2.5397e+00 -4.7690e-01 +1.3117e+00 +4.2256e+00 +1.8234e+00 +7.5971e-01 +4.7729e+00 +3.1378e-01 -2.7138e+00 +4.9407e+00 -2.1479e+00 -8.5910e-01 +3.9411e+00 -4.0678e+00
% function evaluation | noise-free fitness - Fopt (-3.549000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.705856763e+03 +2.705856763e+03 +2.670366763e+03 +2.670366763e+03 +3.7340e+00 -4.9982e+00 +4.9574e+00 +4.3115e+00 +2.7549e-01 -2.5245e+00 +4.3722e+00 +7.8781e-01 +3.0214e-01 +3.3431e+00 +1.8658e+00 +1.4199e-01 +2.4283e+00 +3.9434e+00 +9.1458e-01 -4.9683e+00 +4.3897e-01 +9.3085e-01 -2.6208e+00 +4.3651e+00
13 +2.484815681e+03 +2.484815681e+03 +2.449325681e+03 +2.449325681e+03 -3.3706e+00 -3.4889e+00 +1.5424e+00 +4.0815e-01 -4.0932e-01 -4.1272e+00 +1.8360e+00 -2.6004e+00 +3.6880e+00 +4.4783e+00 -5.4387e-01 +2.4748e+00 +5.3106e-01 -2.1830e+00 -3.6991e+00 +7.3793e-01 +2.1166e+00 +4.7588e+00 -9.9027e-02 +3.5333e+00
% function evaluation | noise-free fitness - Fopt (1.762000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.776885244e+03 +2.776885244e+03 +2.953085244e+03 +2.953085244e+03 -3.9074e+00 +4.5510e+00 -4.2610e+00 -1.0421e+00 +1.2465e+00 +4.6036e+00 -1.4180e+00 -1.0094e-03 -1.2403e+00 +2.5532e+00 -4.7402e+00 -2.1970e+00 +2.8146e+00 -3.6164e+00 -1.5754e+00 +1.5380e+00 +1.4667e+00 -2.6550e-01 -3.6597e+00 +1.8905e+00
3 +2.485568312e+03 +2.485568312e+03 +2.661768312e+03 +2.661768312e+03 -5.7302e-01 -1.1268e+00 +7.8537e-01 -4.5498e+00 +1.7004e+00 +2.1561e+00 +1.2626e+00 +3.0305e+00 -1.6394e+00 -1.2096e+00 +3.8276e+00 +4.9885e+00 +1.6409e+00 +4.2184e+00 -2.2319e+00 -2.1070e+00 +1.4411e+00 -1.3609e+00 +6.2262e-01 +1.5121e+00
171 +1.579424326e+03 +1.579424326e+03 +1.755624326e+03 +1.755624326e+03 +3.1492e-01 +1.3614e+00 +4.6180e+00 +2.6900e-01 +1.7291e+00 -1.4414e+00 -1.9068e+00 +1.6162e+00 -4.8569e+00 -3.6794e+00 +2.4718e+00 +2.4801e+00 +7.2947e-02 -2.2124e-02 +1.7881e+00 -7.2379e-01 -4.6640e+00 -1.7883e+00 -2.3282e+00 -2.5993e+00
