% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
5 +8.651322728e+08 +8.651322728e+08 +8.651323294e+08 +8.651323294e+08 -2.1771e+00 +4.5664e+00 -3.9106e+00 +7.3496e-02 -4.8064e+00 +5.7262e-01 +1.2276e-01 -3.0875e+00 +2.6083e+00 +2.3324e+00 -4.0389e+00 +3.4340e-01 -2.8464e+00 -1.0460e+00 -8.1051e-01 -4.3646e+00 +4.7513e+00 +1.6359e+00 -3.4850e-02 +2.8525e+00
20 +4.186971277e+08 +4.186971277e+08 +4.186971843e+08 +4.186971843e+08 -2.6941e+00 +3.8798e+00 -2.0386e+00 +1.5211e+00 -3.5926e+00 -3.6785e-01 +4.5161e+00 -4.1348e+00 -1.3851e+00 -3.1310e+00 +1.7620e+00 +1.8336e+00 -2.9578e+00 -1.5475e+00 -4.9182e+00 -3.4026e+00 +1.5292e+00 -1.8876e+00 +4.2623e+00 -3.7716e+00
36 +2.922680177e+08 +2.922680177e+08 +2.922680743e+08 +2.922680743e+08 -2.6593e+00 +3.2871e+00 -4.0019e-01 +2.8123e+00 -2.9638e+00 -1.5111e+00 -1.8204e+00 +7.9662e-02 +7.7048e-01 +4.4551e+00 +4.4306e+00 +1.7045e+00 -1.1673e+00 +7.2646e-01 -1.3370e+00 +1.7907e-01 -6.1231e-01 +3.9255e+00 +1.9398e+00 +5.0624e-01
142 +1.894357790e+08 +1.894357790e+08 +1.894358356e+08 +1.894358356e+08 -4.6540e+00 -4.5396e+00 -4.4721e+00 +4.3143e+00 -6.1762e-01 -4.7182e+00 -1.3036e+00 -3.5573e+00 -2.0682e+00 -2.5515e+00 +3.4929e+00 +1.7421e+00 +4.9767e+00 +3.1013e-01 -4.1510e+00 -3.9243e+00 +7.4032e-01 +3.3678e+00 +6.1848e-01 -4.0866e+00
% function evaluation | noise-free fitness - Fopt (-1.810000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.169992597e+08 +3.169992597e+08 +3.169992416e+08 +3.169992416e+08 +3.5429e+00 -1.3839e-02 -1.1921e+00 +2.8126e+00 -4.5365e+00 -3.2120e+00 -2.2889e-01 -6.6807e-01 -1.2365e+00 -4.5963e+00 -2.6487e+00 -9.9526e-01 +4.3167e+00 -6.3881e-01 +4.4165e+00 +2.3986e+00 -3.2603e+00 -3.1273e+00 +3.9727e+00 +1.3956e+00
15 +1.867005697e+08 +1.867005697e+08 +1.867005516e+08 +1.867005516e+08 +1.6999e+00 -4.8931e+00 -1.4668e+00 +3.5052e+00 +2.4826e+00 +2.8212e+00 -1.0287e+00 +4.2079e+00 +4.2109e+00 +4.4968e+00 -1.5956e+00 -1.3762e+00 +3.4822e+00 +3.3341e+00 +4.7814e+00 +1.7093e+00 -2.8704e+00 -4.4051e+00 +1.2732e+00 +1.9118e-01
% function evaluation | noise-free fitness - Fopt (3.777000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.762321479e+08 +7.762321479e+08 +7.762321856e+08 +7.762321856e+08 -4.4552e+00 +1.4398e+00 -5.3605e-01 +2.8137e+00 -1.6408e+00 +2.6226e+00 +4.1222e+00 +4.1244e+00 -1.4456e+00 -2.9100e+00 +3.6480e+00 -2.6442e+00 +4.9137e+00 -5.0244e-01 -1.8748e+00 -2.6355e+00 +3.7734e+00 -3.1660e+00 +1.4405e-01 +2.3298e+00
3 +5.917427253e+08 +5.917427253e+08 +5.917427630e+08 +5.917427630e+08 +4.4833e+00 -8.3707e-01 +4.3108e+00 -2.3785e+00 -3.0179e-01 +6.9053e-01 -2.6481e+00 +4.3472e+00 -9.4021e-02 -8.9375e-01 -4.1800e+00 -3.7870e+00 +3.3422e+00 +3.0523e+00 -1.1054e+00 +1.7099e+00 +2.6260e+00 +4.5219e+00 -3.5339e+00 -3.5853e+00
24 +1.454371981e+08 +1.454371981e+08 +1.454372359e+08 +1.454372359e+08 -2.3797e+00 -1.7658e-01 +2.8898e+00 +4.7393e+00 +2.7238e-01 -2.7619e+00 -3.3911e+00 +1.5379e+00 +3.7982e+00 -4.0214e+00 +3.7653e+00 -1.3772e+00 -4.3350e+00 +3.1093e+00 -3.4448e+00 +3.4616e+00 -2.4632e+00 -8.8807e-01 +2.1276e+00 +1.1021e+00
111 +7.456361919e+07 +7.456361919e+07 +7.456365696e+07 +7.456365696e+07 -4.4263e+00 -1.5818e+00 -1.6020e+00 +5.8278e-01 +2.4326e+00 -2.1321e-01 -2.6130e+00 +4.1975e+00 -4.6231e+00 +1.7749e-01 +4.2119e+00 -4.9070e+00 +6.3820e-02 +2.8978e-01 -2.0604e+00 -1.5006e+00 -3.1598e-01 +6.9591e-01 +1.4304e+00 +1.9121e+00
% function evaluation | noise-free fitness - Fopt (-6.720000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.260632915e+09 +1.260632915e+09 +1.260632847e+09 +1.260632847e+09 -2.3845e-01 +3.1475e+00 -4.3651e+00 +4.8039e+00 -1.5937e+00 +4.0385e+00 -8.8679e-01 +1.4317e+00 +2.3092e+00 +8.1698e-01 +3.2096e+00 +4.1526e+00 +2.8946e+00 +4.8233e+00 -3.0109e+00 +4.3518e+00 +2.3197e+00 -1.3122e+00 -4.7972e+00 +1.2193e+00
3 +3.890894481e+08 +3.890894481e+08 +3.890893809e+08 +3.890893809e+08 +5.7124e-01 -2.8293e+00 +1.3231e+00 +1.1567e+00 -1.9328e+00 -5.4424e-01 -1.0297e+00 +3.2424e+00 -2.5964e+00 +1.2487e+00 +2.9511e+00 +3.6841e+00 -1.3123e+00 +4.8600e+00 +8.7007e-01 -3.4418e-01 +4.7632e+00 +4.6456e+00 +4.7884e+00 +3.1331e+00
15 +2.404374168e+08 +2.404374168e+08 +2.404373496e+08 +2.404373496e+08 +4.1858e+00 -3.1893e+00 -1.0251e+00 -1.4761e+00 -4.4012e+00 -5.9611e-01 -1.0990e+00 +1.5856e+00 +1.7935e+00 +3.0321e+00 -2.8841e+00 +1.8590e+00 -4.4169e+00 -1.2724e+00 -4.1329e+00 +4.8387e+00 +5.9050e-01 -1.6796e-01 +2.1803e-01 -3.2485e-01
47 +1.229269986e+08 +1.229269986e+08 +1.229269314e+08 +1.229269314e+08 +1.3283e+00 -3.2664e+00 +1.5946e+00 -3.6681e+00 +3.2679e+00 -3.5290e+00 -1.7037e+00 +4.4874e+00 +8.8544e-01 +1.1822e+00 +4.7937e+00 +2.9240e+00 -1.3954e+00 -1.0045e+00 -2.0430e+00 +4.4293e+00 -3.1173e+00 +2.8766e+00 -3.9536e+00 +1.1841e+00
% function evaluation | noise-free fitness - Fopt (-7.010000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.991300278e+09 +3.991300278e+09 +3.991300271e+09 +3.991300271e+09 -1.0214e+00 -4.6113e+00 -2.4685e+00 +2.1578e+00 -4.9242e+00 -2.4080e+00 +1.1508e+00 -4.1020e-01 +3.0022e+00 -4.0061e+00 +4.6743e+00 +5.9229e-03 +2.7025e+00 +4.0691e+00 +1.0205e+00 -2.4805e+00 -3.5987e+00 +2.8489e+00 -3.5928e+00 -2.8132e+00
2 +1.444720291e+09 +1.444720291e+09 +1.444720284e+09 +1.444720284e+09 +4.3273e-01 +9.3175e-01 -3.0989e+00 -4.7223e+00 -8.3180e-01 -8.7675e-01 -2.2753e+00 -6.2334e-01 -3.1425e+00 -3.9905e+00 +3.7265e+00 -2.7570e+00 -3.7534e+00 -1.3623e+00 +4.7387e+00 -2.4095e+00 +8.1893e-01 -4.2646e-01 -4.3139e+00 -2.4015e+00
3 +4.932399943e+08 +4.932399943e+08 +4.932399873e+08 +4.932399873e+08 -3.1903e+00 -3.1516e+00 -4.9759e+00 +4.3958e+00 +4.2846e+00 +6.1258e-01 +2.9742e+00 +3.5403e+00 +1.6875e+00 +1.4929e+00 -5.6274e-01 +3.6403e+00 -4.5529e+00 -3.3847e+00 -1.4839e+00 +2.2198e+00 +3.3164e+00 -2.8973e+00 -2.8907e+00 +1.1784e+00
12 +3.689066909e+08 +3.689066909e+08 +3.689066839e+08 +3.689066839e+08 -4.3813e+00 -4.1599e-01 +1.4052e+00 -1.0007e+00 +3.7062e+00 -2.4516e+00 -2.7417e+00 +2.0591e+00 +3.7645e+00 +3.8504e+00 -3.0117e+00 -1.0978e+00 -3.8689e+00 -1.6378e+00 +3.7705e-01 +4.8577e+00 +2.7761e+00 -7.8401e-01 -2.2148e+00 -9.1189e-01
18 +1.881188897e+08 +1.881188897e+08 +1.881188827e+08 +1.881188827e+08 -3.1749e-01 -1.2887e-01 -1.9324e+00 -3.2226e+00 -4.7670e-01 -4.3594e+00 -2.7618e+00 -3.2089e+00 -1.6512e+00 -9.8295e-01 -2.9015e+00 +3.6909e-01 +2.4426e+00 -1.6335e+00 +1.3471e+00 +3.4298e+00 +3.1632e+00 +1.3902e+00 +1.4271e+00 +8.7192e-01
% function evaluation | noise-free fitness - Fopt (-1.297300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.184929521e+09 +4.184929521e+09 +4.184929391e+09 +4.184929391e+09 -4.0074e+00 -3.1577e+00 +4.0372e+00 -1.5650e+00 -4.9504e+00 +2.5080e+00 -1.0627e+00 +5.5374e-02 +2.1122e+00 +2.5180e+00 -2.5754e+00 +1.2320e+00 -1.1775e+00 -1.2525e+00 -2.4998e+00 +2.4583e+00 -7.9031e-01 -3.2533e+00 +4.9762e+00 +1.9351e+00
2 +1.571765795e+08 +1.571765795e+08 +1.571764498e+08 +1.571764498e+08 +4.1169e+00 +1.6355e+00 -1.3508e+00 +1.7316e+00 -1.8899e+00 +2.3978e+00 -3.9788e+00 -1.7275e+00 +9.2064e-01 -3.4642e+00 -4.8766e+00 -3.0945e+00 -6.5874e-01 -2.2626e+00 +3.3440e+00 +1.1179e+00 +2.0282e+00 -2.2672e+00 -1.5323e+00 -2.1538e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.052746353e+08 +3.052746353e+08 +3.052756353e+08 +3.052756353e+08 +4.5342e+00 +1.4853e-01 +1.1341e+00 -7.3819e-01 +3.0132e+00 +1.3714e+00 +2.8245e+00 -4.9599e+00 -3.8378e-01 +1.8740e+00 +1.2830e+00 +1.1363e+00 -3.1738e+00 -4.0601e+00 -4.9670e-01 +3.8473e-01 +4.0919e+00 -2.8251e+00 -3.3381e+00 -4.9796e+00
4 +2.126776644e+08 +2.126776644e+08 +2.126786644e+08 +2.126786644e+08 +2.6723e+00 +5.3399e-01 +4.9026e-01 +3.7141e+00 -4.3361e-01 +2.5655e-01 +3.7438e+00 -2.1443e+00 +4.6511e+00 +4.3581e+00 +3.1080e+00 +4.9785e+00 +1.8122e+00 -3.3712e+00 +4.4543e-01 +4.5398e+00 +9.6807e-01 -2.0145e+00 -1.4231e+00 -2.5858e+00
93 +1.574032772e+08 +1.574032772e+08 +1.574042772e+08 +1.574042772e+08 -2.5211e+00 +6.5292e-01 -3.3959e+00 -1.6339e+00 -2.7349e+00 -1.1218e+00 -3.2520e+00 +6.7592e-01 +2.3816e+00 -6.3248e-01 -7.6677e-01 +3.0392e+00 +1.5674e-01 +4.7064e-01 -1.6121e+00 +3.4437e+00 +4.9810e+00 -2.4749e+00 +1.4399e+00 -8.2560e-01
% function evaluation | noise-free fitness - Fopt (-1.152000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.693504657e+11 +1.693504657e+11 +1.693504655e+11 +1.693504655e+11 +1.0824e+00 -3.5221e+00 +4.1294e+00 +4.8494e+00 +3.0213e+00 +1.2758e+00 -2.0067e+00 +4.0876e+00 +2.7989e+00 -8.7750e-01 +1.7373e+00 -1.4598e-01 -2.8366e+00 -1.9890e+00 -4.3026e-01 -1.0213e-03 -5.9420e-01 +2.1160e+00 +2.0836e-02 +3.9523e+00
2 +3.634067006e+10 +3.634067006e+10 +3.634066994e+10 +3.634066994e+10 +1.2081e+00 -4.2559e+00 -2.5473e+00 +1.1613e+00 +2.1160e+00 +4.1074e+00 -1.6221e+00 +2.4243e+00 +8.9273e-01 -6.5119e-01 +8.8699e-01 +2.2934e+00 +1.6642e+00 -3.9391e+00 +3.0959e+00 +3.7756e+00 -2.6734e+00 +2.2573e+00 +1.1643e-01 +3.1660e+00
3 +6.090103233e+08 +6.090103233e+08 +6.090102081e+08 +6.090102081e+08 +8.9314e-01 -1.8368e+00 -7.4336e-01 +2.9606e+00 -4.8627e+00 +3.3961e+00 -2.9468e+00 +4.5361e+00 -1.1269e+00 -4.1468e+00 +1.6848e+00 -2.1594e+00 -4.2084e+00 -3.8319e+00 +2.1017e+00 -1.9581e+00 +4.3410e+00 +4.1792e+00 +8.6253e-01 -1.5811e+00
4 +2.408400900e+08 +2.408400900e+08 +2.408399748e+08 +2.408399748e+08 -2.0554e+00 -3.3892e+00 -4.4749e+00 +2.4269e+00 -3.4594e+00 +6.1870e-01 +3.8720e+00 -1.5512e+00 -2.2649e+00 -2.1810e-01 +3.9124e+00 +2.2851e+00 +8.7771e-01 +1.2962e+00 +3.2669e+00 -9.8113e-01 -3.1590e+00 +1.0754e+00 -1.9988e+00 -4.5776e+00
13 +1.193348871e+08 +1.193348871e+08 +1.193347719e+08 +1.193347719e+08 +4.5777e-01 +3.2527e+00 -4.4505e+00 -2.0640e+00 -2.0054e+00 -3.8558e+00 +2.0679e+00 +4.9314e-01 -3.8194e+00 +1.9118e+00 -4.0596e+00 -4.1974e-01 +1.7679e+00 -4.1186e+00 -7.8427e-01 +1.0538e+00 +7.0315e-02 -2.2171e+00 -1.9291e+00 -3.7209e+00
% function evaluation | noise-free fitness - Fopt (2.616400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.029197837e+08 +8.029197837e+08 +8.029200454e+08 +8.029200454e+08 +2.9483e+00 +2.5532e+00 -1.2594e+00 -4.2957e+00 -3.1406e+00 -4.1316e+00 +2.5771e+00 +3.3327e+00 -4.7235e+00 +1.9389e+00 -3.8964e+00 -1.3401e+00 -3.3508e+00 -2.5938e+00 -1.8537e+00 -1.8448e+00 +1.1215e+00 +7.6371e-01 -4.9170e+00 -2.7108e+00
5 +1.830279509e+08 +1.830279509e+08 +1.830282126e+08 +1.830282126e+08 -1.9674e+00 -5.9627e-01 -4.2823e+00 +3.7530e+00 +3.6819e+00 +3.8469e+00 -4.2297e+00 -3.9834e+00 +1.4351e+00 -1.4659e-01 -1.5823e-01 -3.5590e+00 +9.3426e-01 +3.0094e+00 +1.7745e-01 +1.6408e+00 +4.9740e-01 -3.7335e+00 +1.6570e+00 +4.0917e-01
198 +1.150310472e+08 +1.150310472e+08 +1.150313088e+08 +1.150313088e+08 +1.5433e+00 +3.1386e+00 -6.1039e-01 +2.7239e+00 +3.4321e-01 -3.1729e+00 +7.9139e-01 -2.2662e+00 +3.5467e+00 -6.0561e-01 -4.1566e+00 -2.3246e+00 +1.3005e+00 +1.0684e+00 -1.9333e+00 +2.2152e+00 -3.8392e+00 +2.9337e+00 +3.5523e+00 +2.8176e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.775830345e+08 +5.775830345e+08 +5.775840345e+08 +5.775840345e+08 +4.6466e+00 +1.5856e+00 -6.3737e-01 +4.4644e+00 +5.4771e-01 -1.9339e+00 -1.5309e-01 -2.2793e-01 -3.1438e+00 -2.9059e+00 -4.7050e+00 +4.6569e+00 +4.5782e+00 +1.5159e+00 +3.2379e+00 +3.1429e+00 +5.4808e-02 +3.2977e+00 -9.5368e-01 -6.8846e-01
7 +2.779039256e+08 +2.779039256e+08 +2.779049256e+08 +2.779049256e+08 -4.8444e+00 +4.6367e+00 +2.6050e+00 +1.1206e+00 +2.0444e+00 -4.6604e+00 -2.6278e+00 -2.9587e+00 -8.1865e-01 +2.2296e+00 -1.8044e-01 -3.7493e+00 -3.3360e-02 +3.1314e+00 +4.1837e+00 -2.9485e+00 -1.1395e+00 -4.3373e-01 -2.4188e+00 -1.9360e+00
131 +2.382282691e+08 +2.382282691e+08 +2.382292691e+08 +2.382292691e+08 -4.7444e+00 +4.4257e+00 -4.9229e+00 +4.7718e+00 +1.1353e+00 -4.3380e+00 +4.8416e+00 +8.6387e-01 -2.4173e+00 +4.2427e+00 +2.4218e+00 +1.9714e+00 +4.8106e-01 +1.2292e+00 +4.7275e+00 +3.7074e+00 +5.6477e-01 +1.4161e+00 -2.2045e-01 +4.6544e-02
191 +1.162557183e+08 +1.162557183e+08 +1.162567183e+08 +1.162567183e+08 -3.2446e+00 +2.2293e+00 -3.0461e+00 +8.0186e-01 -4.5667e+00 -2.4177e+00 +2.1789e+00 +3.2192e+00 -2.3604e+00 +3.3691e+00 +3.6155e+00 -1.5545e+00 -1.9623e+00 -6.7568e-01 +1.2455e+00 -3.0883e-01 -2.6619e+00 -2.4963e+00 -1.6008e+00 -1.1701e+00
% function evaluation | noise-free fitness - Fopt (1.737000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.208659781e+09 +4.208659781e+09 +4.208659799e+09 +4.208659799e+09 +5.5201e-01 -4.5178e-01 -4.9333e+00 +4.6660e-01 -4.6501e+00 -1.6237e+00 -1.8198e+00 +4.4426e+00 -4.6185e+00 +3.9669e-01 -8.8110e-02 +4.0047e+00 -4.1449e+00 +4.5153e+00 -2.8078e+00 -4.0985e+00 -4.5641e-01 +3.9296e+00 -4.5906e+00 -2.5074e+00
2 +2.133471261e+08 +2.133471261e+08 +2.133471435e+08 +2.133471435e+08 -2.7497e+00 +6.5905e-01 +3.5945e+00 +1.9540e+00 +4.6069e+00 +4.1299e+00 +3.8486e+00 -2.7968e+00 -3.4388e+00 +4.7483e+00 -2.5863e+00 -1.1479e-01 +3.0061e+00 +3.8512e+00 -1.1987e+00 +5.8251e-01 -2.8904e+00 +2.2031e+00 -2.7541e+00 +3.2239e+00
% function evaluation | noise-free fitness - Fopt (1.541700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.451246497e+09 +1.451246497e+09 +1.451246651e+09 +1.451246651e+09 -1.9381e+00 -7.8372e-01 -4.6989e+00 +1.7770e+00 -3.6477e-01 +1.1565e-01 -1.7597e+00 -5.6403e-01 -2.8690e+00 -1.5749e-01 +3.3836e+00 +2.3346e+00 +2.6637e+00 +3.0574e+00 +3.3868e+00 -4.5062e+00 +3.8054e+00 +6.8603e-01 -4.6458e+00 -1.6230e+00
3 +9.957532914e+08 +9.957532914e+08 +9.957534455e+08 +9.957534455e+08 -9.7381e-01 -1.2025e+00 +3.2600e+00 +4.8644e+00 +3.2108e+00 +4.3056e+00 +1.0507e+00 -1.6010e+00 -4.1194e-02 -4.0891e+00 +1.4348e+00 -4.3143e+00 +2.4546e+00 +3.4101e-01 +3.9979e+00 -4.3455e+00 +2.2568e+00 -2.4157e-01 +4.1017e+00 -1.2551e+00
9 +4.435084172e+08 +4.435084172e+08 +4.435085713e+08 +4.435085713e+08 -1.6927e+00 -4.3452e+00 +2.9479e+00 +4.9024e+00 -1.6303e+00 -6.3575e-01 +1.9536e+00 -1.8637e-01 -4.0859e-01 +1.4061e+00 +4.1349e+00 -1.2481e+00 +3.4714e+00 -2.2788e+00 +2.9936e+00 -1.5485e+00 +4.7838e+00 +3.0290e+00 +1.0276e+00 -1.3300e+00
13 +2.611189186e+08 +2.611189186e+08 +2.611190728e+08 +2.611190728e+08 -3.7042e+00 +6.2407e-02 +2.1311e+00 +4.2128e+00 +1.0683e+00 -3.5799e+00 -6.3872e-01 -2.7800e+00 +7.3563e-01 -5.2229e-01 +1.3517e+00 +1.4410e+00 +4.2068e+00 -2.1566e+00 -7.3405e-01 +1.9714e+00 +3.1834e+00 -4.3246e+00 -4.5149e+00 +3.3484e+00
149 +2.347217043e+08 +2.347217043e+08 +2.347218585e+08 +2.347218585e+08 -1.8307e+00 +2.5099e+00 +2.3418e-01 +1.8068e+00 -5.7006e-01 -4.7980e+00 -3.8459e-01 -5.7849e-01 -2.2728e+00 -2.4412e+00 +5.7942e-03 +2.7968e-01 +2.4832e+00 -2.9327e+00 +3.0089e+00 -1.8696e+00 +4.1003e+00 -4.7861e+00 +2.5706e+00 -7.9343e-01
% function evaluation | noise-free fitness - Fopt (4.983000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.171023988e+08 +2.171023988e+08 +2.171024486e+08 +2.171024486e+08 -1.2419e+00 +1.6966e+00 -4.2622e+00 -4.9766e+00 +2.8273e+00 +9.3026e-01 -7.4392e-02 +3.6774e+00 +7.1553e-01 +2.3760e-01 -4.9965e+00 +3.3598e+00 +2.3065e+00 +1.8661e+00 +7.2311e-01 +6.0160e-01 -1.0132e+00 -4.4868e+00 -1.4256e+00 -1.9901e+00
15 +1.503207065e+08 +1.503207065e+08 +1.503207563e+08 +1.503207563e+08 -3.8614e+00 +5.3982e-01 -1.0801e+00 +9.1372e-01 +1.6318e+00 -2.7609e-01 +6.3217e-01 +3.1726e+00 +3.2268e+00 -1.3700e-01 +6.4494e-01 -2.7011e+00 +1.0622e+00 +9.7258e-02 +1.1294e+00 -9.5041e-01 -4.7601e-01 +1.9843e+00 -3.9317e+00 -1.1732e+00
