% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
29 +1.272926437e+02 +1.272926437e+02 +4.004426437e+02 +4.004426437e+02 +5.1959e-01 +6.1570e-01 +2.3963e+00 -3.2256e+00 -2.0912e-01 -1.9003e+00 +4.3281e-01 -4.9836e+00 -4.4537e+00 +4.9640e+00 -1.1093e+00 -1.5124e-01 -8.3168e-01 +3.2189e+00 -4.6812e+00 +2.6877e+00 +8.0735e-01 -1.6965e+00 -3.8346e+00 -3.2076e+00
74 +7.123547421e+01 +7.123547421e+01 +3.443854742e+02 +3.443854742e+02 -1.2929e+00 +3.7625e+00 +2.8343e+00 +1.2816e+00 -8.0692e-01 -3.7096e+00 -1.3363e+00 -1.0417e+00 +6.6578e-01 +4.7457e+00 +3.4164e+00 -3.0807e+00 +3.2142e+00 +9.6880e-02 +4.1093e+00 +8.2813e-01 +2.0477e+00 +4.5182e+00 -3.7270e+00 -1.7403e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.506533115e+02 +1.506533115e+02 +1.878333115e+02 +1.878333115e+02 +4.3152e-01 +7.4108e-01 +1.8352e+00 +2.9838e+00 -1.7574e-01 +3.7852e+00 +8.2593e-01 -1.6581e+00 +4.8885e+00 +4.1665e+00 -2.7056e+00 +2.3007e+00 +4.5140e+00 -8.6765e-01 +3.4362e+00 -4.9563e+00 -3.5753e+00 -1.8579e+00 -4.9385e+00 -2.8325e+00
2 +7.762929342e+01 +7.762929342e+01 +1.148092934e+02 +1.148092934e+02 +2.4163e+00 +1.3003e+00 +4.7540e+00 +4.0342e+00 +4.6974e+00 -2.5688e+00 -3.4474e+00 +3.9952e+00 +1.5818e+00 +2.2082e+00 -1.5598e+00 -2.7120e-01 -3.9171e+00 +4.1611e+00 +9.1585e-01 +2.5401e+00 -3.3579e+00 +3.1369e+00 -3.4941e+00 +1.0583e+00
20 +5.568478423e+01 +5.568478423e+01 +9.286478423e+01 +9.286478423e+01 +4.3594e+00 -1.1771e+00 +1.2621e+00 +2.3192e+00 -4.7089e+00 -1.3315e+00 -2.6558e+00 +3.1683e+00 -3.3086e+00 -7.2493e-01 -1.2391e+00 -7.2490e-01 -5.1535e-01 -2.2014e+00 +4.3821e+00 -9.9781e-01 +3.3305e+00 -3.5533e+00 -4.9738e+00 +2.1325e+00
40 +3.640422969e+01 +3.640422969e+01 +7.358422969e+01 +7.358422969e+01 -1.8737e+00 +1.0791e+00 +2.2333e+00 -6.6885e-01 -4.0032e-01 -1.9591e+00 +2.6771e+00 +3.4618e-01 +3.7805e+00 +2.9868e-01 +4.8523e+00 -4.6136e-01 +9.5066e-02 +4.0243e+00 -3.6207e-01 +3.1199e+00 -4.0217e-01 +3.3621e+00 -4.3432e+00 -4.3218e-01
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.916114058e+02 +1.916114058e+02 +4.371140584e+01 +4.371140584e+01 -4.8954e+00 +1.7859e+00 -1.7861e+00 -4.2243e+00 +1.6696e+00 -2.6069e+00 -2.2193e+00 -1.7081e+00 +3.9806e+00 -1.2805e+00 -1.7873e+00 -3.6137e+00 -7.0292e-01 -5.5932e-01 -4.9705e+00 -3.8569e+00 +2.9301e+00 -3.5506e+00 +4.5173e+00 -3.4415e+00
3 +7.806457215e+01 +7.806457215e+01 -6.983542785e+01 -6.983542785e+01 +2.2902e+00 -6.9809e-01 -2.0138e+00 +3.0188e+00 +7.9666e-01 +4.5392e+00 +4.3015e+00 +4.0311e+00 -3.0461e+00 -1.9636e+00 +1.2991e+00 +1.3235e+00 +4.2164e+00 +2.2243e+00 +3.3441e+00 -7.7627e-02 -4.6850e+00 +9.8391e-01 -4.0485e+00 +4.6480e+00
6 +6.107047892e+01 +6.107047892e+01 -8.682952108e+01 -8.682952108e+01 +1.1403e+00 +2.9332e+00 +4.4600e+00 +3.3582e+00 -2.8627e-01 -2.3764e+00 +4.0947e+00 -3.4899e+00 +2.4145e+00 -4.7653e-01 -3.8944e+00 -7.5880e-01 -4.1122e+00 +8.4249e-01 -2.9701e+00 +2.7623e-01 +3.3748e+00 -5.4948e-02 +1.6869e-01 +1.3073e+00
% function evaluation | noise-free fitness - Fopt (1.162600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.020584345e+02 +1.020584345e+02 +2.183184345e+02 +2.183184345e+02 -4.5612e+00 +1.6571e+00 -4.0445e+00 +4.8621e+00 +2.3813e+00 +1.2524e+00 -1.9812e+00 -4.6254e+00 -8.0870e-01 +9.8166e-01 -1.4372e+00 -2.5288e+00 -2.9898e+00 +3.7526e+00 -3.9377e+00 +2.2453e+00 +2.4515e+00 -5.6830e-01 +2.1952e+00 -3.4727e-01
2 +9.464897259e+01 +9.464897259e+01 +2.109089726e+02 +2.109089726e+02 +2.9742e+00 -2.6093e-01 +2.0277e+00 +4.2354e+00 -6.4816e-01 +4.7551e+00 +3.5538e+00 -2.1391e+00 -4.2696e+00 +2.9890e+00 -4.2878e+00 +9.3922e-01 -3.8235e-01 +4.3107e+00 -4.8056e+00 +4.3297e+00 -1.3367e+00 -1.1591e+00 -6.1685e-01 +2.7894e+00
6 +5.597029863e+01 +5.597029863e+01 +1.722302986e+02 +1.722302986e+02 -1.3336e-01 -1.4875e+00 -3.0442e+00 -7.2261e-01 +3.5306e+00 +2.4753e+00 -1.2516e+00 -8.1682e-02 -2.7900e+00 -2.3502e+00 +2.4281e-02 -7.1210e-02 -1.0283e+00 -3.8468e+00 +4.5176e+00 -1.9203e-01 -1.5269e+00 +1.8283e+00 -6.8937e-01 -4.7446e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.182288144e+02 +1.182288144e+02 -8.817711856e+02 -8.817711856e+02 +2.9012e+00 -3.3288e+00 +1.9009e+00 +4.9960e+00 +1.0837e+00 -2.4119e+00 -1.6251e+00 -3.3619e+00 +6.4226e-01 +7.7226e-01 +9.8550e-01 +4.6960e+00 +3.5147e+00 -2.0575e+00 +2.6158e+00 +1.0754e+00 +2.3424e+00 -1.3279e+00 +4.6556e+00 -7.8690e-01
2 +8.010090472e+01 +8.010090472e+01 -9.198990953e+02 -9.198990953e+02 +2.3716e+00 -1.7645e+00 -1.6012e+00 -1.8784e+00 -1.4663e+00 +3.6421e+00 +4.2649e+00 +2.1565e-01 +6.9186e-01 +3.0386e+00 -1.1876e+00 +3.8549e+00 -3.3598e+00 +8.0502e-01 -4.8968e-01 -4.7148e+00 -2.1175e+00 -4.0825e+00 -6.0095e-02 +3.3663e+00
35 +5.824441688e+01 +5.824441688e+01 -9.417555831e+02 -9.417555831e+02 +3.3998e+00 -2.7636e+00 -3.3572e+00 +2.5937e+00 +2.3625e+00 -4.5182e+00 +1.7485e+00 +4.1312e+00 -3.6849e+00 +4.5907e-01 +1.0655e-01 -2.5441e+00 -4.6258e+00 -2.1390e+00 +2.3416e+00 +3.4298e+00 +3.0546e+00 +1.1223e+00 +3.1305e+00 +1.1243e+00
% function evaluation | noise-free fitness - Fopt (-9.193000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.235143359e+02 +1.235143359e+02 +3.158433586e+01 +3.158433586e+01 +2.0189e+00 -3.2587e+00 -7.8872e-01 -2.7064e+00 -2.7770e+00 +5.9721e-01 -4.4011e+00 +2.8356e+00 +1.3326e+00 +1.3808e+00 -2.7567e+00 -8.3285e-01 -4.4174e+00 +2.7849e+00 -1.1315e-01 -4.3941e+00 +2.2026e+00 +4.3635e+00 -2.6156e+00 +1.9247e-01
11 +8.877211708e+01 +8.877211708e+01 -3.157882925e+00 -3.157882925e+00 -1.3829e+00 -2.6204e+00 -1.2989e+00 +3.9666e+00 +1.2641e-01 +3.3461e+00 +4.7972e+00 -4.3670e+00 +3.0419e+00 -2.9626e+00 -2.9418e+00 -2.1613e+00 -1.1709e-01 -4.3688e-01 -3.3732e+00 +1.1337e+00 +3.5811e+00 -1.6385e-01 +2.5126e+00 -4.1298e+00
34 +6.166861064e+01 +6.166861064e+01 -3.026138936e+01 -3.026138936e+01 -3.9489e+00 -3.4806e+00 -3.3213e+00 +3.7564e+00 -2.3789e+00 -2.0227e+00 -4.3908e+00 +1.5555e+00 +7.1263e-03 -1.5418e+00 -3.7722e+00 -3.6492e-01 -1.7656e+00 -2.7736e-01 -8.0711e-01 +1.3110e+00 +1.1972e+00 +4.8778e+00 -4.0378e+00 -1.8921e+00
% function evaluation | noise-free fitness - Fopt (1.487500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.588742312e+02 +6.588742312e+02 +8.076242312e+02 +8.076242312e+02 -4.5830e+00 -1.4003e+00 +2.1771e+00 +4.2945e-01 -1.9311e+00 +4.3493e+00 +2.1875e+00 -4.2272e+00 +6.5274e-01 +7.4617e-02 +1.5864e+00 -1.3718e+00 +1.2150e+00 +2.3162e+00 +3.9908e+00 -2.2622e+00 -3.4174e+00 +2.4868e+00 -4.4993e-01 +4.0161e+00
2 +9.345960909e+01 +9.345960909e+01 +2.422096091e+02 +2.422096091e+02 +3.5537e+00 -7.0123e-01 -4.5007e-01 -2.5970e+00 -7.5165e-01 -1.3014e+00 +1.0760e+00 +2.8976e+00 +1.6394e+00 +1.1443e+00 +2.6044e+00 +1.5051e+00 +4.8735e+00 +9.2154e-01 -1.4473e+00 +2.0356e+00 -1.4835e+00 -3.6932e+00 +2.0965e+00 -1.1457e+00
134 +4.698869531e+01 +4.698869531e+01 +1.957386953e+02 +1.957386953e+02 +7.3006e-01 -3.3743e+00 -2.9250e+00 +4.9013e+00 -1.5948e-01 +1.1655e+00 -3.2109e+00 -3.4291e+00 -3.0449e+00 +3.5825e+00 -2.0973e+00 -1.5099e+00 +4.2222e-01 +2.5710e+00 -3.3817e+00 -1.3769e+00 -4.7915e-01 -4.2298e+00 -2.5788e+00 -2.4695e+00
% function evaluation | noise-free fitness - Fopt (-1.483000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.202340214e+02 +2.202340214e+02 +7.193402143e+01 +7.193402143e+01 +6.2213e-01 +4.3730e+00 +3.7259e+00 -4.9068e-01 -4.7168e+00 -2.1126e+00 -1.2108e+00 -1.4524e+00 +4.2033e+00 +2.9936e+00 +2.8527e+00 +6.6621e-01 +1.9248e+00 +4.4444e+00 -3.2732e+00 +6.6103e-01 +9.3995e-01 -7.1346e-01 +3.0288e+00 -4.6940e+00
2 +9.704443891e+01 +9.704443891e+01 -5.125556109e+01 -5.125556109e+01 -6.6095e-02 -2.4257e+00 -4.1843e+00 +4.1329e+00 -3.0085e+00 -4.1947e-01 -1.6195e+00 +1.4151e+00 +1.8314e+00 -2.7262e+00 -4.4883e+00 -3.0171e+00 +3.1531e+00 +3.0943e+00 +2.7997e+00 +7.2899e-02 +3.9245e+00 +3.9080e+00 -1.6876e+00 -1.8396e+00
% function evaluation | noise-free fitness - Fopt (1.702000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.037875244e+02 +1.037875244e+02 +1.208075244e+02 +1.208075244e+02 +3.1184e+00 +2.9385e-01 -1.3547e+00 +6.2243e-01 +1.6031e+00 -7.5915e-01 +4.7833e+00 -6.4737e-01 +9.6773e-01 +4.1571e+00 +2.4159e+00 -1.9848e+00 -2.8279e+00 -9.7411e-01 -2.8834e+00 +2.2931e+00 +2.6602e+00 +3.1519e+00 -6.5774e-01 -3.3680e+00
6 +5.175314026e+01 +5.175314026e+01 +6.877314026e+01 +6.877314026e+01 -2.9962e+00 -1.4700e+00 -2.1802e-01 -4.9580e+00 -1.0827e+00 +3.1155e+00 +1.8653e+00 -1.0987e+00 -1.2154e+00 +1.5378e+00 +2.4052e+00 +4.4798e+00 -3.3882e+00 -1.4894e+00 +2.1295e+00 +1.0495e+00 +2.3167e+00 -2.4547e+00 -5.4709e-01 +1.1914e+00
% function evaluation | noise-free fitness - Fopt (-2.202000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.825131779e+02 +2.825131779e+02 +6.231317786e+01 +6.231317786e+01 -9.8886e-01 -3.1261e+00 +1.0374e+00 +4.1440e+00 -2.6653e+00 +6.4020e-01 -3.9924e+00 +9.2533e-01 -2.9023e+00 +6.7389e-01 -1.3967e+00 -4.9755e+00 +9.5520e-01 -4.1691e+00 -2.9399e+00 -6.2429e-01 -4.4860e+00 +4.3171e+00 +4.3669e+00 -3.9555e+00
2 +1.064618316e+02 +1.064618316e+02 -1.137381684e+02 -1.137381684e+02 -1.9787e-01 +1.3667e+00 +3.5768e+00 +1.5028e+00 -1.4128e+00 -4.9587e+00 +1.1712e+00 -2.5416e+00 -3.8539e+00 +9.2897e-01 +4.6211e+00 -2.5359e+00 -3.6178e+00 -1.8521e+00 +1.7996e+00 +4.4052e+00 +2.7424e+00 +4.5349e+00 +2.0630e+00 -3.4577e+00
9 +8.202311304e+01 +8.202311304e+01 -1.381768870e+02 -1.381768870e+02 +3.1421e-01 -4.6518e-01 -3.0191e+00 +3.3107e+00 +3.3612e+00 +3.8269e+00 +3.6651e+00 -9.2244e-01 -8.8723e-01 +1.0843e+00 +2.5533e+00 +1.1252e+00 -3.3978e+00 +3.0209e+00 +4.8747e+00 +6.8964e-01 -7.1652e-01 +2.7211e+00 +1.6691e+00 -4.4604e+00
53 +5.143422869e+01 +5.143422869e+01 -1.687657713e+02 -1.687657713e+02 +2.8750e+00 +1.3776e+00 -2.9821e-01 -5.5420e-01 +2.9303e+00 -2.1439e+00 -2.8282e+00 -1.0532e+00 -3.9114e+00 -1.9106e+00 -3.6917e+00 +6.8242e-01 -4.1908e+00 +2.3568e-01 -8.3966e-01 +1.8886e-01 -2.5934e+00 +3.7988e+00 -1.7970e+00 -1.9238e+00
% function evaluation | noise-free fitness - Fopt (-2.041000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.203064229e+01 +9.203064229e+01 +7.162064229e+01 +7.162064229e+01 -2.6324e+00 +9.7432e-02 -3.3475e-01 -2.8852e+00 -5.0481e-01 +4.8850e+00 -2.3125e+00 +9.5673e-02 -4.1757e+00 -8.4135e-01 +3.9077e+00 +1.0959e+00 +1.4649e+00 +8.6449e-03 +1.8967e+00 -4.7795e+00 +1.2233e+00 +1.9265e+00 +2.1335e+00 +3.3834e+00
12 +6.273813811e+01 +6.273813811e+01 +4.232813811e+01 +4.232813811e+01 +4.9817e+00 +3.2653e+00 -2.9190e+00 +3.5243e+00 +2.0743e+00 -1.4430e-01 +2.7658e+00 -1.6555e+00 -2.9988e+00 +1.6865e-01 +4.4463e+00 +1.1343e+00 -2.4380e+00 +2.1279e+00 -3.5950e-01 -4.8767e+00 +2.6356e-01 -9.9749e-01 +4.0685e+00 -4.6470e+00
% function evaluation | noise-free fitness - Fopt (6.081000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.090078779e+02 +2.090078779e+02 +2.698178779e+02 +2.698178779e+02 -1.4522e+00 +4.2397e+00 +4.5148e+00 -2.4878e+00 +2.9801e+00 +2.9642e+00 -3.7443e+00 +2.4357e+00 -2.9732e+00 -4.0487e+00 -2.4474e+00 -7.8342e-01 -2.4383e+00 -1.3368e+00 +3.3156e+00 -4.2436e+00 -4.6657e+00 -1.7927e+00 +2.5008e+00 +1.5882e+00
4 +1.284111989e+02 +1.284111989e+02 +1.892211989e+02 +1.892211989e+02 -1.2681e+00 +1.5630e+00 -2.5193e+00 +8.0535e-01 -4.0167e+00 -3.9301e+00 -1.8806e+00 +4.1339e+00 -2.5207e+00 -4.7677e-01 -3.4967e+00 -9.4525e-01 +3.2498e+00 +2.1198e-01 +1.9894e+00 +1.1938e-01 -7.7180e-02 -4.2720e+00 -3.2329e+00 -3.6624e+00
5 +6.243218939e+01 +6.243218939e+01 +1.232421894e+02 +1.232421894e+02 +3.9198e+00 +2.5108e+00 +2.5309e+00 +3.0736e+00 -8.7315e-01 -1.9571e+00 -3.8806e-01 -1.2275e+00 -8.8181e-01 +4.8743e-02 -2.8176e+00 +1.1959e+00 +3.4880e+00 +1.7458e-01 -4.3285e+00 +3.2636e+00 -2.1200e+00 +1.1362e+00 +1.7893e+00 -1.7381e+00
% function evaluation | noise-free fitness - Fopt (-6.176300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.724063664e+02 +1.724063664e+02 -4.452236336e+02 -4.452236336e+02 -3.6627e+00 -1.5490e+00 +3.8058e+00 +1.3477e-01 -2.4757e+00 -3.1271e+00 -5.9488e-02 +5.8262e-01 +9.2282e-01 +1.4857e+00 -3.3949e+00 +2.0859e+00 +1.2491e+00 -3.1647e+00 -1.3621e+00 +3.0616e+00 +3.0367e+00 -3.7716e+00 -3.1234e+00 +3.1803e+00
5 +5.349480618e+01 +5.349480618e+01 -5.641351938e+02 -5.641351938e+02 -1.5808e+00 -2.8314e+00 -2.9454e+00 -2.2529e+00 -3.6175e+00 -1.4008e+00 +4.6035e+00 -2.0129e+00 -3.7932e+00 +1.4437e+00 -2.3948e+00 -3.5809e-01 -1.5052e+00 +4.1559e+00 -1.9045e+00 +1.5076e+00 -2.7174e+00 -3.1663e+00 +4.6879e+00 -3.9973e+00
