% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.841969767e+01 +1.841969767e+01 -1.121903023e+02 -1.121903023e+02 +1.3806e+00 -2.9669e+00 -2.3398e+00 -4.4649e+00 +4.0496e+00 +6.1715e-01 -1.2641e+00 -4.3972e+00 +1.6203e+00 -2.9855e+00 +3.3504e+00 +3.2289e+00 +3.0872e+00 -4.5112e+00 -1.5203e+00 -4.8518e+00 +5.8783e-01 -1.8220e+00 +3.6402e+00 +8.6857e-01
3 +8.657030947e+00 +8.657030947e+00 -1.219529691e+02 -1.219529691e+02 +4.1052e+00 -2.0376e+00 -1.8845e+00 +3.1262e+00 -3.3828e+00 -7.1053e-01 +1.9404e+00 -1.7617e+00 -1.3523e+00 +2.5046e-01 -1.1608e+00 -2.6713e+00 -1.2688e+00 +8.6676e-01 +3.3770e+00 -3.2634e+00 -3.5992e+00 +3.5831e+00 -7.3270e-01 -2.4743e+00
8 +4.848222186e+00 +4.848222186e+00 -1.257617778e+02 -1.257617778e+02 +1.9329e+00 -3.3591e+00 +2.8225e+00 -3.1936e+00 -3.2697e+00 +4.5749e+00 -2.6953e+00 -4.4891e+00 +2.3551e+00 +8.3293e-01 -1.9528e+00 +5.6594e-01 -4.5797e+00 +7.0395e-01 -4.1013e-01 +1.8491e+00 +4.3417e+00 +1.6860e+00 +2.8937e+00 +2.2221e+00
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.230762014e+01 +1.230762014e+01 -2.108123799e+02 -2.108123799e+02 +9.9195e-01 +4.4070e+00 -3.9813e+00 +1.2104e+00 +1.9278e+00 +3.9475e+00 +1.6397e+00 +2.1648e+00 +5.9222e-01 +2.3926e+00 -3.1345e+00 +1.7003e+00 -3.7309e-01 +4.4565e+00 +3.2642e+00 -7.3062e-01 -3.2334e+00 -6.5623e-01 +2.2567e+00 -2.0889e+00
2 +7.010557831e+00 +7.010557831e+00 -2.161094422e+02 -2.161094422e+02 -1.1927e+00 -1.2608e+00 +1.2396e-01 -4.7745e+00 +1.5251e+00 -3.6451e+00 -4.5847e+00 -1.8102e+00 -5.5525e-01 +2.0446e+00 -1.3852e+00 +2.5633e+00 -2.7492e+00 +2.3142e+00 -1.1762e+00 -3.4742e+00 +1.2427e+00 -1.0755e+00 -7.7186e-01 -2.5911e+00
64 +5.898199288e+00 +5.898199288e+00 -2.172218007e+02 -2.172218007e+02 -5.1478e-01 -9.5837e-01 +5.9343e-01 +5.3220e-01 -3.8243e+00 +4.5258e+00 -1.3697e+00 -4.3854e+00 -2.0208e+00 +1.6861e+00 +1.1511e+00 +4.0609e+00 -2.6409e+00 +3.6531e+00 +6.9501e-01 +5.2980e-01 +2.9526e+00 -3.3121e+00 -1.9476e+00 +2.0591e+00
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.728479360e+01 +1.728479360e+01 -2.714520640e+01 -2.714520640e+01 +3.0332e+00 +1.8760e+00 +3.4518e+00 -1.9807e+00 -7.7360e-01 -4.0122e+00 +4.5895e+00 +1.7533e+00 +2.1744e+00 -3.8932e+00 -3.0471e+00 -4.7218e+00 +3.9850e-01 +1.8268e+00 +3.5120e+00 -4.9866e+00 +4.5676e+00 -2.9376e-01 +3.9630e+00 -7.6788e-01
4 +1.395884431e+01 +1.395884431e+01 -3.047115569e+01 -3.047115569e+01 +4.7986e-01 -1.7504e-01 +2.9013e+00 +3.7818e+00 +2.8146e+00 -1.4081e+00 +3.1703e+00 -3.5109e-03 +6.3334e-01 +4.1997e+00 +4.7347e-01 -1.6755e-01 -4.0746e+00 -3.5856e-01 +7.0476e-02 +1.3179e+00 +3.2208e+00 -6.9542e-01 +4.0860e+00 +1.8298e-01
5 +8.122264529e+00 +8.122264529e+00 -3.630773547e+01 -3.630773547e+01 -1.9397e+00 +3.2728e+00 -2.9173e+00 +4.7522e+00 -2.7851e-01 +3.3351e+00 -4.5607e+00 +1.7515e+00 -2.1509e+00 +1.8810e+00 -4.6342e+00 -2.6189e+00 +4.3505e+00 +3.0173e+00 -3.6110e+00 -4.0265e+00 -3.4653e-01 +7.6528e-01 -1.8773e+00 +9.5348e-01
8 +5.937645759e+00 +5.937645759e+00 -3.849235424e+01 -3.849235424e+01 -2.6056e+00 -3.0428e+00 -2.2321e+00 -4.6421e+00 -9.4236e-01 -3.5130e+00 -4.7202e+00 -6.0924e-01 -3.1506e-01 -3.8102e+00 +1.9496e+00 -1.8437e+00 -1.5495e+00 +1.0459e+00 +3.3526e+00 +6.4217e-01 +2.1405e+00 +5.5082e-01 +3.1926e+00 +4.7408e+00
103 +3.769645082e+00 +3.769645082e+00 -4.066035492e+01 -4.066035492e+01 +3.1404e+00 +4.7770e+00 -3.1699e+00 -1.4473e+00 +6.5326e-01 -2.6931e+00 +3.2546e+00 +2.0587e+00 +3.5580e+00 -3.4961e+00 -3.0232e+00 +5.5398e-01 +1.3085e+00 -1.8850e+00 +7.7878e-01 +8.2221e-01 +8.6149e-01 -9.3878e-01 +4.5728e+00 -3.7823e+00
% function evaluation | noise-free fitness - Fopt (1.994000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.732062066e+01 +1.732062066e+01 +3.726062066e+01 +3.726062066e+01 -3.1991e+00 -1.0292e+00 -2.2171e+00 -4.8536e-01 +2.2274e+00 -3.8725e+00 -7.2637e-01 -4.7948e+00 -3.9164e+00 -1.0565e-01 -3.7608e+00 -4.2813e+00 -3.3082e+00 +3.3591e+00 +5.6845e-01 -3.3462e+00 -2.6022e+00 -4.6681e+00 -2.9372e+00 +5.1683e-01
3 +1.093738752e+01 +1.093738752e+01 +3.087738752e+01 +3.087738752e+01 +2.8776e+00 +1.1516e+00 +1.7288e+00 +1.7715e+00 +1.9116e+00 +4.3820e-01 +1.3807e+00 +2.6259e+00 +2.8307e+00 +2.3198e+00 -2.5071e+00 -2.1941e+00 -3.6804e+00 -3.4958e+00 +4.6492e+00 -4.3880e+00 +2.6950e+00 -3.6238e+00 -2.3139e+00 +1.9422e+00
13 +7.447109317e+00 +7.447109317e+00 +2.738710932e+01 +2.738710932e+01 +3.5237e+00 +9.0665e-01 +4.7741e+00 +2.5196e+00 -1.8793e+00 +2.8197e+00 -2.8079e+00 -3.9992e+00 -3.0687e+00 +5.9447e-01 +2.7681e+00 -3.7616e+00 -1.1891e+00 +5.0103e-01 +1.1264e+00 -3.6894e+00 -2.1714e+00 -2.9358e+00 -3.2559e+00 +2.0785e+00
31 +4.462129077e+00 +4.462129077e+00 +2.440212908e+01 +2.440212908e+01 +4.7570e+00 +3.4124e+00 +2.4961e+00 +3.8957e+00 -3.8578e+00 -2.8499e+00 +4.8846e+00 -2.9454e+00 -1.1352e+00 -8.9464e-02 +6.8133e-01 +2.5138e-01 -2.8988e+00 -1.4958e+00 -1.4159e+00 +1.6025e+00 +4.5125e+00 -4.1575e+00 +2.2514e+00 -4.0640e+00
% function evaluation | noise-free fitness - Fopt (2.047400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.256053398e+01 +2.256053398e+01 +2.273005340e+02 +2.273005340e+02 +7.0590e-01 -1.5999e+00 -2.0651e+00 +4.8130e+00 -1.7124e+00 +2.4472e+00 +2.7896e+00 -2.5349e+00 +3.5205e+00 +3.4639e+00 +1.1178e-02 -1.5117e+00 +2.2096e+00 -5.4343e-01 -1.0682e+00 -2.7994e-01 +4.5994e+00 -4.2495e+00 +4.9217e+00 +9.5759e-01
2 +7.075173459e+00 +7.075173459e+00 +2.118151735e+02 +2.118151735e+02 +2.9601e+00 -3.2821e+00 +4.1546e+00 -3.5377e+00 -2.7301e+00 +7.9864e-01 +3.4127e+00 +4.8263e+00 -3.3598e+00 +2.6263e+00 -2.3282e+00 -4.8860e+00 -4.3663e+00 +4.5509e+00 +2.9119e+00 -2.0278e+00 +1.5850e+00 -1.0047e+00 -4.2801e+00 -2.2123e+00
57 +6.071495141e+00 +6.071495141e+00 +2.108114951e+02 +2.108114951e+02 +4.7980e+00 +2.7064e-01 -2.0661e+00 -1.3768e+00 +2.7054e+00 -3.6215e+00 -1.1564e+00 +4.7663e+00 -1.1925e-01 -2.2580e+00 +2.1525e+00 -4.6945e+00 -2.7480e+00 -4.9778e+00 +4.7156e+00 +4.7255e+00 +1.0217e+00 -5.7322e-01 +2.6119e+00 +3.8222e-01
196 +3.826029080e+00 +3.826029080e+00 +2.085660291e+02 +2.085660291e+02 +1.7488e+00 +2.9710e+00 -4.2597e+00 +3.8302e+00 -1.3313e+00 +3.7797e+00 -4.3545e+00 +5.4334e-01 +6.2490e-02 +2.6983e+00 -1.4805e+00 -4.3983e+00 +7.6007e-01 +9.6297e-01 -1.6238e+00 +3.5971e+00 -2.4656e+00 -2.8981e+00 +2.9453e+00 -8.5290e-01
% function evaluation | noise-free fitness - Fopt (-3.887700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.268843437e+01 +1.268843437e+01 -3.760815656e+02 -3.760815656e+02 -1.3108e+00 -1.3451e+00 +2.1282e+00 +3.8822e+00 +1.8467e+00 -2.8909e+00 +2.3383e+00 -2.5209e+00 -2.3571e+00 +3.4005e+00 +1.6452e+00 +8.6822e-01 +1.8924e+00 +5.2121e-01 +3.3981e+00 +2.4119e-01 -1.5126e+00 -6.3013e-01 -3.9954e+00 -7.6163e-01
6 +9.850194396e+00 +9.850194396e+00 -3.789198056e+02 -3.789198056e+02 +3.0701e+00 -1.2367e+00 +4.1457e+00 +1.3004e+00 -3.4961e+00 -2.8535e+00 -4.0997e+00 +3.8649e+00 -7.9086e-02 -3.0482e+00 -2.5988e+00 -2.9414e-01 +2.1554e+00 +1.6249e+00 -1.0065e+00 +2.1019e+00 +1.8103e+00 -3.1841e+00 -2.1146e-01 -5.6276e-02
95 +5.959334832e+00 +5.959334832e+00 -3.828106652e+02 -3.828106652e+02 +3.5360e+00 -3.4059e+00 -1.5526e+00 -3.1372e+00 -3.7512e-02 +1.1556e-01 +2.7812e+00 -8.9214e-01 -2.3809e+00 +4.2309e+00 -2.3904e+00 -4.1548e+00 +1.9317e+00 +7.6024e-01 +2.8604e+00 +2.6696e+00 +2.3254e+00 -4.6860e+00 +2.5302e+00 +3.5177e+00
154 +3.743717929e+00 +3.743717929e+00 -3.850262821e+02 -3.850262821e+02 -1.8909e+00 -4.8930e+00 -1.4082e+00 +1.9500e+00 -1.3839e-01 -3.8742e+00 +4.3789e-01 -2.3754e+00 +4.6928e+00 -1.6324e+00 -2.3773e+00 +4.3888e-01 -2.6250e+00 +8.1895e-01 +2.6134e+00 -5.9408e-01 +2.3013e+00 -2.8878e-02 -1.0545e+00 +4.5417e+00
% function evaluation | noise-free fitness - Fopt (-1.918000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.476975154e+01 +1.476975154e+01 -4.410248459e+00 -4.410248459e+00 -3.8859e+00 -6.2073e-01 +4.0444e+00 +4.0828e+00 +1.6808e+00 +1.1469e+00 +1.3704e+00 +5.0662e-02 +2.3305e+00 +8.5321e-01 +3.0392e+00 -4.0147e+00 -2.4951e+00 +2.4867e+00 +4.4644e+00 +3.6481e+00 -5.1989e-01 -3.9190e+00 -1.4350e+00 -3.7878e+00
4 +8.947938318e+00 +8.947938318e+00 -1.023206168e+01 -1.023206168e+01 +1.7841e+00 +6.3345e-01 +8.3083e-01 +4.1683e-01 -2.0980e+00 +3.2419e+00 +3.1645e+00 -1.2171e+00 +1.2078e+00 +7.4144e-01 +3.6313e+00 -3.9865e+00 -4.7325e+00 +2.8314e+00 +2.5582e+00 -1.4980e+00 -1.1358e+00 -5.5015e-02 +1.8216e+00 -8.1447e-01
15 +5.058655985e+00 +5.058655985e+00 -1.412134401e+01 -1.412134401e+01 -3.3599e+00 -2.2488e+00 +3.5191e+00 -3.5251e+00 -1.4907e+00 -8.9783e-01 -2.2890e+00 +2.9132e+00 -1.8887e+00 +2.0038e+00 -8.1417e-01 +2.0993e+00 +6.1194e-02 -1.1112e-01 -1.8738e-01 +4.5762e+00 -3.7497e+00 -2.1674e+00 -6.8181e-02 +6.7232e-01
70 +3.290956102e+00 +3.290956102e+00 -1.588904390e+01 -1.588904390e+01 +2.7872e+00 -2.1856e+00 +2.9851e+00 +3.2700e+00 +2.8882e+00 +1.4140e+00 +1.4847e+00 +1.0490e+00 +5.5317e-01 -8.7125e-01 -1.9452e+00 -3.9976e+00 +4.3599e+00 -2.8833e-01 +4.2520e+00 -3.6767e+00 +2.5284e+00 -2.6152e+00 -8.3185e-01 -2.4844e+00
% function evaluation | noise-free fitness - Fopt (-3.724500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.029984118e+00 +9.029984118e+00 -3.634200159e+02 -3.634200159e+02 -2.2959e+00 +4.4502e+00 -2.7881e+00 -4.1614e+00 +2.1213e+00 -1.9027e+00 -4.1098e-01 +4.0344e-01 -7.8195e-01 -1.9481e+00 -4.9317e+00 +4.6957e+00 +3.8635e+00 -2.3388e+00 -4.7190e+00 +1.9162e+00 -2.6356e-01 -4.3987e+00 +2.9170e+00 +2.9706e-02
24 +5.048765434e+00 +5.048765434e+00 -3.674012346e+02 -3.674012346e+02 +2.8541e+00 -1.8701e+00 -4.6624e+00 -3.0195e-01 -1.1057e+00 +2.4825e+00 -2.9293e+00 +3.1226e+00 -3.8790e+00 -7.8950e-01 -4.4122e+00 -1.8750e+00 -4.7881e-01 +4.9532e+00 -3.5259e+00 +1.7530e+00 -2.7927e+00 -1.8183e+00 +5.2264e-01 -4.3635e+00
% function evaluation | noise-free fitness - Fopt (8.450000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.085269936e+01 +2.085269936e+01 +2.930269936e+01 +2.930269936e+01 -2.7531e+00 +4.4626e+00 +3.2664e+00 -1.4110e+00 +3.4125e+00 -2.9475e+00 +6.3380e-01 -4.0398e+00 -3.5534e+00 -1.5260e+00 +4.9243e+00 +4.9788e+00 +4.1893e+00 +4.3567e+00 -2.3608e+00 -3.4151e+00 -1.9192e+00 +1.8811e+00 +2.2993e+00 +2.5803e+00
3 +1.190980531e+01 +1.190980531e+01 +2.035980531e+01 +2.035980531e+01 +4.4358e+00 +4.2991e+00 +4.2648e+00 +3.7031e+00 -1.2011e-01 -2.8658e+00 -9.0052e-01 +4.4014e+00 +3.6718e+00 -2.0964e+00 +3.6098e+00 +1.4858e+00 -4.5654e+00 -1.0235e+00 +5.0307e-01 +2.1926e+00 -4.8004e+00 +1.3312e+00 +4.3489e+00 -4.1016e+00
9 +9.191230634e+00 +9.191230634e+00 +1.764123063e+01 +1.764123063e+01 -1.0265e+00 -5.3490e-01 -1.6706e+00 -7.9167e-01 +3.7056e+00 +4.7523e+00 +3.4641e+00 +3.0567e+00 -4.1411e+00 +2.4166e+00 +3.4458e-01 -3.1783e+00 -2.5764e+00 +4.0883e+00 -4.1757e+00 -2.6323e+00 +2.7164e+00 +2.6729e+00 +3.3212e+00 -4.8680e+00
37 +3.746398129e+00 +3.746398129e+00 +1.219639813e+01 +1.219639813e+01 -8.3763e-01 +4.6595e+00 -6.3438e-01 -2.3226e+00 +5.7199e-01 +2.2383e+00 +2.0086e-01 +4.3508e+00 -4.2192e+00 +4.0816e+00 +2.3020e-01 -2.6565e+00 +3.8787e+00 +2.9273e-01 -4.0879e+00 -3.7136e+00 -8.1613e-01 +3.2904e+00 +5.3794e-01 +4.4047e+00
% function evaluation | noise-free fitness - Fopt (1.184000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.234240737e+01 +2.234240737e+01 +3.418240737e+01 +3.418240737e+01 -1.8613e+00 +5.4486e-01 -1.5380e+00 -4.1441e+00 -4.2571e+00 -2.3008e+00 -2.5890e-01 +1.0911e+00 -2.6209e+00 +4.7309e+00 -1.3745e+00 +3.6983e+00 +2.9888e+00 -2.4464e-01 +2.9473e+00 +1.3012e+00 -4.2920e-01 +2.3264e+00 -4.3019e+00 +2.9279e+00
4 +1.572084348e+01 +1.572084348e+01 +2.756084348e+01 +2.756084348e+01 +5.8692e-02 -3.3336e+00 +7.6863e-01 -2.9563e+00 -4.0548e+00 +2.9802e+00 +2.7420e+00 -1.1393e+00 -4.8410e+00 -4.5267e+00 +3.8448e+00 +1.4801e-01 -3.7222e-01 +2.1495e-02 +3.5662e+00 +4.8260e+00 -1.4611e+00 +1.3592e+00 -5.1739e-01 -4.0787e+00
7 +9.373572306e+00 +9.373572306e+00 +2.121357231e+01 +2.121357231e+01 -2.4727e+00 +4.9329e+00 -3.3325e+00 -4.2142e+00 +4.0839e+00 +2.5470e+00 -1.6981e+00 -2.2327e+00 -3.9296e+00 -4.4874e+00 +6.6683e-01 -2.2755e+00 +4.6513e+00 -3.5984e+00 -2.3805e+00 -4.7101e+00 +1.8638e+00 -9.3965e-01 -4.6039e+00 -1.6794e+00
43 +5.961782257e+00 +5.961782257e+00 +1.780178226e+01 +1.780178226e+01 +2.4487e+00 +1.3475e+00 +2.8864e+00 +4.8555e-01 -2.1451e+00 -4.3052e+00 +1.2541e+00 -9.3089e-01 +2.4193e+00 +1.5660e+00 -4.3598e+00 +4.4462e-01 +2.5207e+00 +3.8174e+00 +2.7206e+00 +1.0286e+00 -4.2455e-01 +1.2212e+00 +1.2400e+00 +4.7372e+00
% function evaluation | noise-free fitness - Fopt (1.581200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.111837154e+00 +8.111837154e+00 +1.662318372e+02 +1.662318372e+02 +4.1231e-02 +2.0478e-01 -4.6350e+00 +2.9184e+00 -2.3004e+00 +3.1818e-01 -3.6767e+00 +3.9110e+00 +1.6660e-01 -9.0404e-01 -3.4756e+00 -9.5933e-01 +3.9527e+00 +2.3207e+00 +3.5637e+00 -1.5247e+00 +2.3514e+00 -7.4287e-01 -4.1405e+00 -7.3775e-01
35 +5.605670881e+00 +5.605670881e+00 +1.637256709e+02 +1.637256709e+02 -3.3269e+00 -6.8683e-01 -3.2509e+00 -8.7409e-01 -2.7643e+00 +3.9339e+00 -2.8602e+00 +1.4803e+00 -1.4930e+00 -2.1005e+00 +1.9083e+00 -2.5092e+00 +2.4538e+00 -1.4885e+00 +3.9351e+00 -4.4981e+00 +1.9855e+00 +4.7710e+00 -1.0128e+00 +4.5046e+00
126 +3.196085492e+00 +3.196085492e+00 +1.613160855e+02 +1.613160855e+02 +4.0231e+00 -1.6197e+00 +1.8974e+00 +4.2916e+00 -4.9255e+00 -3.7726e+00 -3.3203e+00 +2.7753e+00 +2.4205e+00 -1.2372e+00 +3.5067e+00 +3.6946e-03 -7.5288e-02 +3.9874e+00 +4.7689e+00 -1.7678e+00 -1.1284e+00 +1.2063e+00 -3.3097e-01 -2.8554e+00
% function evaluation | noise-free fitness - Fopt (-1.021200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.929596148e+00 +6.929596148e+00 -9.519040385e+01 -9.519040385e+01 -8.9691e-01 +2.2704e+00 -3.5823e-01 -2.8261e+00 -3.1440e+00 +2.1736e-01 -3.7669e+00 -1.3496e+00 -2.4008e+00 -2.8254e-01 +4.3862e+00 +1.8189e+00 +4.2324e+00 -4.4545e-01 -2.5528e+00 -3.0918e+00 +3.3836e+00 -3.7680e+00 -3.1735e+00 +3.1755e+00
70 +5.565520984e+00 +5.565520984e+00 -9.655447902e+01 -9.655447902e+01 -2.4786e+00 +1.1618e+00 -3.5165e+00 -2.2060e+00 +2.3834e+00 +4.5635e+00 -1.6730e+00 +4.9460e+00 +4.2063e+00 +4.5184e+00 -4.1400e+00 -2.2379e+00 +4.2379e+00 -2.0284e+00 -2.8547e+00 -1.3087e+00 +2.4512e+00 +4.7759e+00 +3.6949e+00 -1.6300e+00
% function evaluation | noise-free fitness - Fopt (-8.798000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.432300652e+01 +1.432300652e+01 -7.365699348e+01 -7.365699348e+01 +1.9926e+00 -3.3645e+00 +4.8780e+00 +3.9797e+00 +2.2148e-01 -1.7169e+00 +3.7074e+00 +2.2435e+00 -3.2136e+00 -3.6402e+00 -4.4767e+00 -8.5679e-01 +6.2281e-01 +3.0066e+00 +2.7184e+00 -1.5512e+00 +1.1274e+00 +4.6496e-01 -2.9060e+00 -1.8715e+00
7 +7.333116644e+00 +7.333116644e+00 -8.064688336e+01 -8.064688336e+01 +2.0876e+00 -3.4643e-01 +3.7652e+00 +4.5631e+00 +3.9865e+00 +4.5816e+00 +2.1304e+00 -2.9191e+00 +3.2548e+00 -4.6306e+00 +2.3777e+00 -3.4421e+00 +1.4311e+00 +2.3864e-01 +3.9926e+00 -1.9929e+00 -1.2411e+00 +3.8615e+00 -3.3053e+00 -1.8788e+00
8 +4.970183403e+00 +4.970183403e+00 -8.300981660e+01 -8.300981660e+01 -3.2717e+00 +1.9999e+00 +3.0829e+00 +2.5152e-01 +1.8730e+00 -1.8242e+00 -2.1358e+00 +4.6161e+00 +3.4619e+00 +3.0189e+00 +5.9926e-01 -1.7572e-01 +2.7068e+00 -3.9877e+00 -7.4195e-01 -2.4079e+00 -4.5582e+00 +4.5069e-01 +4.9047e+00 +4.6621e+00
